Well name,Group Answer,Date,Ground Elevation(masl),Datum Elevation(masl),Surveyed Stickup(m),Total Depth of Piezometer(mbgs),Bottom of Piezometer Elevation(masl),Depth Interval of Screen(mbgs),Elevation Interval of Screen(masl),Depth Interval of Sand(mbgs),Elevation Interval of Sand(masl),Time(hh:mm),Observed Depth to Groundwater(mbtoc),Observed Depth to Groundwater(mbgs),Depth to Product(mbtoc),Observed Product Thickness(m),Corrected Product Thickness(m),Corrected Depth to Groundwater(mbtoc),Corrected Depth to Groundwater(mbgs),Observed Groundwater Surface Elevation(masl),Corrected Groundwater Surface Elevation(masl),Depth to Bottom of Well(mbtoc),Measured Stick up(m),Easting(m),Northing(m)
01-37-2,Shallow,17-Oct-17,951.21,951.7,0.49,7,944.21,3.45 - 7.00,947.76 - 944.21,N/A,N/A,13:45,3.61,3.12,,N/A,N/A,3.61,3.12,948.09,948.09,6.94,N/M,645805.773,5867874.962
01-37-2,Shallow,16-May-18,951.21,951.7,0.49,7,944.21,3.45 - 7.00,947.76 - 944.21,N/A,N/A,9:50,5.45,4.96,,N/A,N/A,5.45,4.96,946.25,946.25,6.94,N/M,645805.773,5867874.962
01-37-2,Shallow,09-Oct-18,951.21,951.7,0.49,7,944.21,3.45 - 7.00,947.76 - 944.21,N/A,N/A,13:35,3.34,2.85,,N/A,N/A,3.34,2.85,948.36,948.36,N/M,N/M,645805.773,5867874.962
06-61,Shallow,07-Jun-16,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,8:10,4.77,3.78,,N/A,N/A,4.77,3.78,948.19,948.19,6.73,N/M,645851.026,5867822.418
06-61,Shallow,19-Oct-16,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,11:37,3.51,2.52,,N/A,N/A,3.51,2.52,949.45,949.45,N/M,N/M,645851.026,5867822.418
06-61,Shallow,31-May-17,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,10:30,4.46,3.47,,N/A,N/A,4.46,3.47,948.5,948.5,N/M,N/M,645851.026,5867822.418
06-61,Shallow,18-Oct-17,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,15:50,4.07,3.08,,N/A,N/A,4.07,3.08,948.89,948.89,6.71,N/M,645851.026,5867822.418
06-61,Shallow,16-May-18,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,10:55,6.23,5.24,,N/A,N/A,6.23,5.24,946.73,946.73,N/M,N/M,645851.026,5867822.418
06-61,Shallow,11-Oct-18,951.97,952.96,0.99,5.8,946.17,2.80 - 5.80,949.17 - 946.17,N/A,N/A,9:10,3.92,2.93,,N/A,N/A,3.92,2.93,949.04,949.04,6.74,N/M,645851.026,5867822.418
43800,Shallow,07-Jun-16,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,15:10,2.08,1.21,,N/A,N/A,2.08,1.21,951.48,951.48,5.27,N/M,645775.317,5867756.638
43800,Shallow,19-Oct-16,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,10:35,1.7,0.83,,N/A,N/A,1.7,0.83,951.86,951.86,N/M,N/M,645775.317,5867756.638
43800,Shallow,31-May-17,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,11:45,1.62,0.75,,N/A,N/A,1.62,0.75,951.94,951.94,4.37,N/M,645775.317,5867756.638
43800,Shallow,18-Oct-17,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,14:55,1.81,0.94,,N/A,N/A,1.81,0.94,951.75,951.75,4.37,N/M,645775.317,5867756.638
43800,Shallow,16-May-18,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,11:35,2.71,1.84,,N/A,N/A,2.71,1.84,950.85,950.85,N/M,N/M,645775.317,5867756.638
43800,Shallow,11-Oct-18,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,10:03,1.61,0.74,,N/A,N/A,1.61,0.74,951.95,951.95,N/M,N/M,645775.317,5867756.638
43800,Shallow,26-Oct-18,952.69,953.56,0.87,4.3,948.39,1.30 - 4.30,951.39 - 948.39,N/A,N/A,---,1.75,0.88,,N/A,N/A,1.75,0.88,951.81,951.81,N/M,N/M,645775.317,5867756.638
43478,Shallow,07-Jun-16,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,15:05,2.12,1.39,,N/A,N/A,2.12,1.39,951.2,951.2,5.55,N/M,645805.438,5867759.995
43478,Shallow,19-Oct-16,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,10:25,1.59,0.86,,N/A,N/A,1.59,0.86,951.73,951.73,N/M,N/M,645805.438,5867759.995
43478,Shallow,31-May-17,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,11:40,1.71,0.98,,N/A,N/A,1.71,0.98,951.61,951.61,5.57,N/M,645805.438,5867759.995
43478,Shallow,18-Oct-17,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,15:20,1.93,1.2,,N/A,N/A,1.93,1.2,951.39,951.39,5.56,N/M,645805.438,5867759.995
43478,Shallow,16-May-18,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,12:25,2.96,2.23,,N/A,N/A,2.96,2.23,950.36,950.36,5.56,N/M,645805.438,5867759.995
43478,Shallow,11-Oct-18,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,10:15,1.62,0.89,,N/A,N/A,1.62,0.89,951.7,951.7,5.56,N/M,645805.438,5867759.995
43478,Shallow,26-Oct-18,952.58,953.32,0.73,4.5,948.08,1.50 - 4.50,951.08 - 948.08,N/A,N/A,---,1.82,1.09,,N/A,N/A,1.82,1.09,951.5,951.5,N/M,N/M,645805.438,5867759.995
43509,Shallow,07-Jun-16,958.8,959.69,0.89,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,15:20,2,1.11,,N/A,N/A,2,1.11,957.69,957.69,6.13,N/M,645751.382,5867764.979
43509,Shallow,19-Oct-16,958.8,959.69,0.89,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,10:37,1.61,0.72,,N/A,N/A,1.61,0.72,958.08,958.08,N/M,N/M,645751.382,5867764.979
43509,Shallow,31-May-17,958.8,959.69,0.89,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,11:10,1.64,0.75,,N/A,N/A,1.64,0.75,958.05,958.05,6.15,N/M,645751.382,5867764.979
43509,Shallow,18-Oct-17,958.8,959.69,0.89,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,14:45,1.88,0.99,,N/A,N/A,1.88,0.99,957.81,957.81,6.14,N/M,645751.382,5867764.979
43509,Shallow,16-May-18,958.8,959.69,0.89,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,12:30,2.45,1.56,,N/A,N/A,2.45,1.56,957.24,957.24,6.13,N/M,645751.382,5867764.979
43509,Shallow,11-Oct-18,952.45,953.41,0.96,4.5,954.3,1.50 - 4.50,957.30 - 954.30,N/A,N/A,10:30,1.63,0.68,,N/A,N/A,1.63,0.68,951.78,951.78,N/M,N/M,645751.382,5867764.979
43509,Shallow,26-Oct-18,952.45,953.41,0.96,4.5,954.3,1.50 - 4.51,957.30 - 954.31,N/A,N/A,---,3.02,2.07,,N/A,N/A,3.02,2.07,950.39,950.39,N/M,N/M,645751.382,5867764.979
43537,Shallow,07-Jun-16,952.61,953.57,0.96,4.5,948.11,1.50 - 4.50,951.11 - 948.11,N/A,N/A,15:15,2.33,1.37,,N/A,N/A,2.33,1.37,951.24,951.24,5.56,N/M,645757.023,5867728.151
43537,Shallow,19-Oct-16,952.61,953.57,0.96,4.5,948.11,1.50 - 4.51,951.11 - 948.12,N/A,N/A,10:43,1.66,0.7,,N/A,N/A,1.66,0.7,951.91,951.91,N/M,N/M,645757.023,5867728.151
43537,Shallow,31-May-17,952.61,953.57,0.96,4.5,948.11,1.50 - 4.52,951.11 - 948.13,N/A,N/A,11:00,1.68,0.72,,N/A,N/A,1.68,0.72,951.89,951.89,5.57,N/M,645757.023,5867728.151
43537,Shallow,18-Oct-17,952.61,953.57,0.96,4.5,948.11,1.50 - 4.53,951.11 - 948.14,N/A,N/A,14:30,1.81,0.85,,N/A,N/A,1.81,0.85,951.76,951.76,5.56,N/M,645757.023,5867728.151
43537,Shallow,16-May-18,952.61,953.57,0.96,4.5,948.11,1.50 - 4.54,951.11 - 948.15,N/A,N/A,12:40,2.92,1.96,,N/A,N/A,2.92,1.96,950.65,950.65,5.56,N/M,645757.023,5867728.151
43537,Shallow,11-Oct-18,952.61,953.57,0.96,4.5,948.11,1.50 - 4.55,951.11 - 948.16,N/A,N/A,10:00,1.59,0.63,,N/A,N/A,1.59,0.63,951.98,951.98,N/M,N/M,645757.023,5867728.151
43537,Shallow,26-Oct-18,952.61,953.57,0.96,4.5,948.11,1.50 - 4.56,951.11 - 948.17,N/A,N/A,---,1.86,0.9,,N/A,N/A,1.86,0.9,951.71,951.71,N/M,N/M,645757.023,5867728.151
04-46-3,Shallow,06-Jun-16,953.03,953.72,0.69,6,947.03,3.00 - 6.00,950.03 - 947.03,N/A,N/A,15:30,3.1,2.41,,N/A,N/A,3.1,2.41,950.62,950.62,6.75,N/M,645619.436,5867930.462
04-46-3,Shallow,18-Oct-16,953.03,953.72,0.69,6,947.03,3.00 - 6.01,950.03 - 947.04,N/A,N/A,11:04,1.53,0.84,,N/A,N/A,1.53,0.84,952.19,952.19,N/M,N/M,645619.436,5867930.462
04-46-3,Shallow,29-May-17,953.03,953.72,0.69,6,947.03,3.00 - 6.02,950.03 - 947.05,N/A,N/A,13:50,2.43,1.74,,N/A,N/A,2.43,1.74,951.29,951.29,N/M,N/M,645619.436,5867930.462
04-46-3,Shallow,18-Oct-17,953.03,953.72,0.69,6,947.03,3.00 - 6.03,950.03 - 947.06,N/A,N/A,17:25,1.77,1.08,,N/A,N/A,1.77,1.08,951.95,951.95,6.75,N/M,645619.436,5867930.462
04-46-3,Shallow,16-May-18,953.03,953.72,0.69,6,947.03,3.00 - 6.04,950.03 - 947.07,N/A,N/A,8:45,2.96,2.27,,N/A,N/A,2.96,2.27,950.76,950.76,N/M,N/M,645619.436,5867930.462
04-46-3,Shallow,10-Oct-18,953.03,953.72,0.69,6,947.03,3.00 - 6.05,950.03 - 947.08,N/A,N/A,0:12,1.76,1.07,,N/A,N/A,1.76,1.07,951.96,951.96,6.75,N/M,645619.436,5867930.462
TH2,Shallow,06-Jun-16,952.54,953.54,1,8.05,944.49,7.45 - 8.05,945.09 - 944.49,N/A,N/A,15:45,7.8,6.8,,N/A,N/A,7.8,6.8,945.74,945.74,8.8,N/M,645632.264,5867969.591
TH2,Shallow,18-Oct-16,952.54,953.54,1,8.05,944.49,7.45 - 8.06,945.09 - 944.50,N/A,N/A,10:50,8.35,7.35,,N/A,N/A,8.35,7.35,945.19,945.19,N/M,N/M,645632.264,5867969.591
TH2,Shallow,29-May-17,952.54,953.54,1,8.05,944.49,7.45 - 8.07,945.09 - 944.51,N/A,N/A,14:25,8.2,7.2,,N/A,N/A,8.2,7.2,945.34,945.34,N/M,N/M,645632.264,5867969.591
TH2,Shallow,18-Oct-17,952.54,953.54,1,8.05,944.49,7.45 - 8.08,945.09 - 944.52,N/A,N/A,17:40,7.9,6.9,,N/A,N/A,7.9,6.9,945.64,945.64,N/M,N/M,645632.264,5867969.591
TH2,Shallow,16-May-18,952.54,953.54,1,8.05,944.49,7.45 - 8.09,945.09 - 944.53,N/A,N/A,9:00,7.66,6.66,,N/A,N/A,7.66,6.66,945.88,945.88,8.88,N/M,645632.264,5867969.591
TH2,Shallow,10-Oct-18,952.54,953.54,1,8.05,944.49,7.45 - 8.10,945.09 - 944.54,N/A,N/A,11:48,8.18,7.18,,N/A,N/A,8.18,7.18,945.36,945.36,N/M,N/M,645632.264,5867969.591
04-44-3,Shallow,07-Jun-16,950.79,951.34,0.55,6,944.79,4.50 - 6.00,946.29 - 944.79,N/A,N/A,15:35,4.7,4.15,,N/A,N/A,4.7,4.15,946.64,946.64,6.73,N/M,645895.61,5867660.724
04-44-3,Shallow,19-Oct-16,950.79,951.34,0.55,6,944.79,4.50 - 6.01,946.29 - 944.80,N/A,N/A,9:35,1.78,1.23,,N/A,N/A,1.78,1.23,949.56,949.56,N/M,N/M,645895.61,5867660.724
04-44-3,Shallow,31-May-17,950.79,951.34,0.55,6,944.79,4.50 - 6.02,946.29 - 944.81,N/A,N/A,9:35,2.21,1.66,,N/A,N/A,2.21,1.66,949.13,949.13,N/M,N/M,645895.61,5867660.724
04-44-3,Shallow,18-Oct-17,950.79,951.34,0.55,6,944.79,4.50 - 6.03,946.29 - 944.82,N/A,N/A,9:36,3.27,2.72,,N/A,N/A,3.27,2.72,948.07,948.07,6.71,N/M,645895.61,5867660.724
04-44-3,Shallow,14-May-18,950.79,951.34,0.55,6,944.79,4.50 - 6.04,946.29 - 944.83,N/A,N/A,16:30,5.69,5.14,,N/A,N/A,5.69,5.14,945.65,945.65,6.62,N/M,645895.61,5867660.724
04-44-3,Shallow,10-Oct-18,950.79,951.34,0.55,6,944.79,4.50 - 6.05,946.29 - 944.84,N/A,N/A,8:55,4.04,3.49,,N/A,N/A,4.04,3.49,947.3,947.3,N/M,N/M,645895.61,5867660.724
97-15,Shallow,08-Jun-16,941.83,942.32,0.49,9,932.83,4.50 - 9.00,937.33 - 932.83,N/A,N/A,12:16,7.92,7.43,,N/A,N/A,7.92,7.43,934.4,934.4,9.64,N/M,645498.858,5867570.39
97-15,Shallow,18-Oct-16,941.83,942.32,0.49,9,932.83,4.50 - 9.01,937.33 - 932.84,N/A,N/A,14:10,6.61,6.12,,N/A,N/A,6.61,6.12,935.71,935.71,N/M,N/M,645498.858,5867570.39
97-15,Shallow,30-May-17,941.83,942.32,0.49,9,932.83,4.50 - 9.02,937.33 - 932.85,N/A,N/A,8:45,5.8,5.31,,N/A,N/A,5.8,5.31,936.52,936.52,N/M,N/M,645498.858,5867570.39
97-15,Shallow,18-Oct-17,941.83,942.32,0.49,9,932.83,4.50 - 9.03,937.33 - 932.86,N/A,N/A,10:55,6.24,5.75,,N/A,N/A,6.24,5.75,936.08,936.08,N/M,N/M,645498.858,5867570.39
97-15,Shallow,15-May-18,941.83,942.32,0.49,9,932.83,4.50 - 9.04,937.33 - 932.87,N/A,N/A,10:20,6.63,6.14,,N/A,N/A,6.63,6.14,935.69,935.69,9.66,N/M,645498.858,5867570.39
97-15,Shallow,09-Oct-18,941.83,942.32,0.49,9,932.83,4.50 - 9.05,937.33 - 932.88,N/A,N/A,14:50,7.43,6.94,,N/A,N/A,7.43,6.94,934.89,934.89,N/M,N/M,645498.858,5867570.39
97-17,Shallow,08-Jun-16,950.08,950.48,0.4,6,944.08,3.00 - 6.00,947.08 - 944.08,N/A,N/A,13:45,4.56,4.16,,N/A,N/A,4.56,4.16,945.92,945.92,6.1,N/M,645625.483,5867569.257
97-17,Shallow,19-Oct-16,950.08,950.48,0.4,6,944.08,3.00 - 6.01,947.08 - 944.09,N/A,N/A,8:35,2.19,1.79,,N/A,N/A,2.19,1.79,948.29,948.29,N/M,N/M,645625.483,5867569.257
97-17,Shallow,30-May-17,950.08,950.48,0.4,6,944.08,3.00 - 6.02,947.08 - 944.10,N/A,N/A,9:45,1.43,1.03,,N/A,N/A,1.43,1.03,949.05,949.05,N/M,N/M,645625.483,5867569.257
97-17,Shallow,18-Oct-17,950.08,950.48,0.4,6,944.08,3.00 - 6.03,947.08 - 944.11,N/A,N/A,10:20,2.91,2.51,,N/A,N/A,2.91,2.51,947.57,947.57,6.11,N/M,645625.483,5867569.257
97-17,Shallow,15-May-18,950.08,950.48,0.4,6,944.08,3.00 - 6.04,947.08 - 944.12,N/A,N/A,9:35,4.19,3.79,,N/A,N/A,4.19,3.79,946.29,946.29,6.11,N/M,645625.483,5867569.257
97-17,Shallow,09-Oct-18,950.08,950.48,0.4,6,944.08,3.00 - 6.05,947.08 - 944.13,N/A,N/A,12:35,4.45,4.05,,N/A,N/A,4.45,4.05,946.03,946.03,N/M,N/M,645625.483,5867569.257
97-29,Shallow,08-Jun-16,941.49,942.12,0.63,9,932.49,6.00 - 9.00,935.49 - 932.49,N/A,N/A,12:27,7.13,6.5,,N/A,N/A,7.13,6.5,934.99,934.99,9.77,N/M,645492.735,5867495.976
97-29,Shallow,18-Oct-16,941.49,942.12,0.63,9,932.49,6.00 - 9.01,935.49 - 932.50,N/A,N/A,14:30,5.7,5.07,,N/A,N/A,5.7,5.07,936.42,936.42,N/M,N/M,645492.735,5867495.976
97-29,Shallow,30-May-17,941.49,942.12,0.63,9,932.49,6.00 - 9.02,935.49 - 932.51,N/A,N/A,8:50,4.98,4.35,,N/A,N/A,4.98,4.35,937.14,937.14,N/M,N/M,645492.735,5867495.976
97-29,Shallow,18-Oct-17,941.49,942.12,0.63,9,932.49,6.00 - 9.03,935.49 - 932.52,N/A,N/A,11:05,5.46,4.83,,N/A,N/A,5.46,4.83,936.66,936.66,N/M,N/M,645492.735,5867495.976
97-29,Shallow,15-May-18,941.49,942.12,0.63,9,932.49,6.00 - 9.04,935.49 - 932.53,N/A,N/A,10:40,6.33,5.7,,N/A,N/A,6.33,5.7,935.79,935.79,9.74,N/M,645492.735,5867495.976
97-29,Shallow,09-Oct-18,941.49,942.12,0.63,9,932.49,6.00 - 9.05,935.49 - 932.54,N/A,N/A,15:12,6.49,5.86,,N/A,N/A,6.49,5.86,935.63,935.63,N/M,N/M,645492.735,5867495.976
97-33,Shallow,08-Jun-16,953.14,953.82,0.68,6,947.14,3.00 - 6.00,950.14 - 947.14,N/A,N/A,13:40,> 6.36,> 5.68,,N/A,N/A,> 6.36,> 5.68,< 947.46,< 947.46,6.36,N/M,645700.019,5867561.016
97-33,Shallow,18-Oct-16,953.14,953.82,0.68,6,947.14,3.00 - 6.01,950.14 - 947.15,N/A,N/A,15:35,2.96,2.28,,N/A,N/A,2.96,2.28,950.86,950.86,N/M,N/M,645700.019,5867561.016
97-33,Shallow,30-May-17,953.14,953.82,0.68,6,947.14,3.00 - 6.02,950.14 - 947.16,N/A,N/A,9:40,3.42,2.74,,N/A,N/A,3.42,2.74,950.4,950.4,N/M,N/M,645700.019,5867561.016
97-33,Shallow,18-Oct-17,953.14,953.82,0.68,6,947.14,3.00 - 6.03,950.14 - 947.17,N/A,N/A,10:45,4.02,3.34,,N/A,N/A,4.02,3.34,949.8,949.8,N/M,N/M,645700.019,5867561.016
97-33,Shallow,15-May-18,953.14,953.82,0.68,6,947.14,3.00 - 6.04,950.14 - 947.18,N/A,N/A,9:25,6.32,5.64,,N/A,N/A,6.32,5.64,947.5,947.5,6.36,N/M,645700.019,5867561.016
97-33,Shallow,09-Oct-18,953.14,953.82,0.68,6,947.14,3.00 - 6.05,950.14 - 947.19,N/A,N/A,16:35,> 6.36,> 5.68,,N/A,N/A,> 6.36,> 5.68,< 947.46,< 947.46,6.36,N/M,645700.019,5867561.016
43513,Shallow,18-Oct-17,950.44,951.11,0.67,6,944.44,1.50 - 6.00,948.94 - 944.44,1.30 - 6.00,949.14 - 944.44,10:35,2.58,1.91,,N/A,N/A,2.58,1.91,948.53,948.53,6.73,N/M,645645,5867599.67
43513,Shallow,15-May-18,950.44,951.11,0.67,6,944.44,1.50 - 6.01,948.94 - 944.45,1.30 - 6.01,949.14 - 944.45,9:15,4.34,3.67,,N/A,N/A,4.34,3.67,946.77,946.77,6.69,N/M,645645,5867599.67
43513,Shallow,09-Oct-18,950.44,951.11,0.67,6,944.44,1.50 - 6.02,948.94 - 944.46,1.30 - 6.02,949.14 - 944.46,15:00,4.2,3.53,,N/A,N/A,4.2,3.53,946.91,946.91,6.74,N/M,645645,5867599.67
04-47-2,Medial,06-Jun-16,952.97,953.47,0.5,14.2,938.77,13.00 - 14.20,939.97 - 938.77,N/A,N/A,14:20,9.92,9.42,,N/A,N/A,9.92,9.42,943.55,943.55,14.98,N/M,645464.338,5867882.073
04-47-2,Medial,18-Oct-16,952.97,953.47,0.5,14.2,938.77,13.00 - 14.21,939.97 - 938.78,N/A,N/A,12:22,8.22,7.72,,N/A,N/A,8.22,7.72,945.25,945.25,N/M,N/M,645464.338,5867882.073
04-47-2,Medial,29-May-17,952.97,953.47,0.5,14.2,938.77,13.00 - 14.22,939.97 - 938.79,N/A,N/A,15:33,8.39,7.89,,N/A,N/A,8.39,7.89,945.08,945.08,N/M,N/M,645464.338,5867882.073
04-47-2,Medial,17-Oct-17,952.97,953.47,0.5,14.2,938.77,13.00 - 14.23,939.97 - 938.80,N/A,N/A,12:26,8.68,8.18,,N/A,N/A,8.68,8.18,944.79,944.79,14.98,N/M,645464.338,5867882.073
04-47-2,Medial,14-May-18,952.97,953.47,0.5,14.2,938.77,13.00 - 14.24,939.97 - 938.81,N/A,N/A,14:45,9.79,9.29,,N/A,N/A,9.79,9.29,943.68,943.68,14.99,N/M,645464.338,5867882.073
04-47-2,Medial,10-Oct-18,952.97,953.47,0.5,14.2,938.77,13.00 - 14.25,939.97 - 938.82,N/A,N/A,9:48,9.84,9.34,,N/A,N/A,9.84,9.34,943.63,943.63,N/M,N/M,645464.338,5867882.073
35400,Medial,06-Jun-16,950.7,951.35,0.65,12,938.7,9.00 - 12.00,941.70 - 938.70,N/A,N/A,13:30,8.84,8.19,,N/A,N/A,8.84,8.19,942.51,942.51,12.56,N/M,645466.113,5867811.902
35400,Medial,18-Oct-16,950.7,951.35,0.65,12,938.7,9.00 - 12.01,941.70 - 938.71,N/A,N/A,12:14,6.35,5.7,,N/A,N/A,6.35,5.7,945,945,N/M,N/M,645466.113,5867811.902
35400,Medial,29-May-17,950.7,951.35,0.65,12,938.7,9.00 - 12.02,941.70 - 938.72,N/A,N/A,15:52,6.74,6.09,,N/A,N/A,6.74,6.09,944.61,944.61,N/M,N/M,645466.113,5867811.902
35400,Medial,17-Oct-17,950.7,951.35,0.65,12,938.7,9.00 - 12.03,941.70 - 938.73,N/A,N/A,12:15,7,6.35,,N/A,N/A,7,6.35,944.35,944.35,N/M,N/M,645466.113,5867811.902
35400,Medial,14-May-18,950.7,951.35,0.65,12,938.7,9.00 - 12.04,941.70 - 938.74,N/A,N/A,14:30,8.31,7.66,,N/A,N/A,8.31,7.66,943.04,943.04,12.56,N/M,645466.113,5867811.902
35400,Medial,10-Oct-18,950.7,951.35,0.65,12,938.7,9.00 - 12.05,941.70 - 938.75,N/A,N/A,9:44,8.61,7.96,,N/A,N/A,8.61,7.96,942.74,942.74,N/M,N/M,645466.113,5867811.902
43471,Medial,07-Jun-16,951.8,952.06,0.26,12.5,939.3,9.50 - 12.50,942.30 - 939.30,8.30 - 12.50,943.50 - 939.30,11:15,5.21,4.95,,N/A,N/A,5.21,4.95,946.85,946.85,12.71,N/M,645616.647,5867784.12
43471,Medial,18-Oct-16,951.8,952.06,0.26,12.5,939.3,9.50 - 12.51,942.30 - 939.31,8.30 - 12.51,943.50 - 939.31,11:25,2.87,2.61,,N/A,N/A,2.87,2.61,949.19,949.19,N/M,N/M,645616.647,5867784.12
43471,Medial,30-May-17,951.8,952.06,0.26,12.5,939.3,9.50 - 12.52,942.30 - 939.32,8.30 - 12.52,943.50 - 939.32,15:10,3.26,3,,N/A,N/A,3.26,3,948.8,948.8,12.72,N/M,645616.647,5867784.12
43471,Medial,18-Oct-17,951.8,952.06,0.26,12.5,939.3,9.50 - 12.53,942.30 - 939.33,8.30 - 12.53,943.50 - 939.33,13:35,3.17,2.91,,N/A,N/A,3.17,2.91,948.89,948.89,12.71,N/M,645616.647,5867784.12
43471,Medial,15-May-18,951.8,952.06,0.26,12.5,939.3,9.50 - 12.54,942.30 - 939.34,8.30 - 12.54,943.50 - 939.34,17:05,5.35,5.09,,N/A,N/A,5.35,5.09,946.71,946.71,12.71,N/M,645616.647,5867784.12
43471,Medial,10-Oct-18,951.8,952.06,0.26,12.5,939.3,9.50 - 12.55,942.30 - 939.35,8.30 - 12.55,943.50 - 939.35,16:10,4.58,4.32,,N/A,N/A,4.58,4.32,947.48,947.48,12.73,N/M,645616.647,5867784.12
43486,Medial,07-Jun-16,951.14,951.64,0.5,12,939.14,9.00 - 12.00,942.14 - 939.14,N/A,N/A,13:30,5.64,5.14,,N/A,N/A,5.64,5.14,946,946,12.12,N/M,645607.793,5867740.539
43486,Medial,18-Oct-16,951.14,951.64,0.5,12,939.14,9.00 - 12.01,942.14 - 939.15,N/A,N/A,11:35,3.8,3.3,,N/A,N/A,3.8,3.3,947.84,947.84,N/M,N/M,645607.793,5867740.539
43486,Medial,30-May-17,951.14,951.64,0.5,12,939.14,9.00 - 12.02,942.14 - 939.16,N/A,N/A,14:30,4.06,3.56,,N/A,N/A,4.06,3.56,947.58,947.58,N/M,N/M,645607.793,5867740.539
43486,Medial,18-Oct-17,951.14,951.64,0.5,12,939.14,9.00 - 12.03,942.14 - 939.17,N/A,N/A,12:45,3.91,3.41,,N/A,N/A,3.91,3.41,947.73,947.73,12.23,N/M,645607.793,5867740.539
43486,Medial,15-May-18,951.14,951.64,0.5,12,939.14,9.00 - 12.04,942.14 - 939.18,N/A,N/A,16:30,5.76,5.26,,N/A,N/A,5.76,5.26,945.88,945.88,N/M,N/M,645607.793,5867740.539
43486,Medial,10-Oct-18,951.14,951.64,0.5,12,939.14,9.00 - 12.05,942.14 - 939.19,N/A,N/A,15:07,5.31,4.81,,N/A,N/A,5.31,4.81,946.33,946.33,12.12,N/M,645607.793,5867740.539
04-42-2,Medial,06-Jun-16,948.94,949.67,0.73,15.6,933.34,14.60 - 15.60,934.34 - 933.34,N/A,N/A,13:10,11.58,10.85,,N/A,N/A,11.58,10.85,938.09,938.09,16.29,N/M,645468.863,5867759.085
04-42-2,Medial,18-Oct-16,948.94,949.67,0.73,15.6,933.34,14.60 - 15.61,934.34 - 933.35,N/A,N/A,12:01,9,8.27,,N/A,N/A,9,8.27,940.67,940.67,N/M,N/M,645468.863,5867759.085
04-42-2,Medial,29-May-17,948.94,949.67,0.73,15.6,933.34,14.60 - 15.62,934.34 - 933.36,N/A,N/A,15:13,8.91,8.18,,N/A,N/A,8.91,8.18,940.76,940.76,N/M,N/M,645468.863,5867759.085
04-42-2,Medial,17-Oct-17,948.94,949.67,0.73,15.6,933.34,14.60 - 15.63,934.34 - 933.37,N/A,N/A,12:02,9.67,8.94,,N/A,N/A,9.67,8.94,940,940,16.3,N/M,645468.863,5867759.085
04-42-2,Medial,14-May-18,948.94,949.67,0.73,15.6,933.34,14.60 - 15.64,934.34 - 933.38,N/A,N/A,14:22,10.62,9.89,,N/A,N/A,10.62,9.89,939.05,939.05,16.23,N/M,645468.863,5867759.085
04-42-2,Medial,10-Oct-18,948.94,949.67,0.73,15.6,933.34,14.60 - 15.65,934.34 - 933.39,N/A,N/A,9:35,11.32,10.59,,N/A,N/A,11.32,10.59,938.35,938.35,N/M,N/M,645468.863,5867759.085
04-42-3,Medial,06-Jun-16,948.97,949.64,0.67,8.1,940.87,5.10 - 8.10,943.87 - 940.87,N/A,N/A,13:15,7.09,6.42,,N/A,N/A,7.09,6.42,942.55,942.55,8.96,N/M,645468.696,5867761.939
